257, 382, 45, 19
383, 384, 43, 22
316, 366, 55, 21
796, 232, 44, 20
671, 203, 40, 19
451, 443, 44, 44
935, 317, 60, 19
494, 298, 54, 20
919, 342, 63, 19
242, 358, 54, 19
178, 334, 44, 20
963, 197, 49, 18
921, 228, 55, 20
202, 247, 56, 19
370, 335, 44, 19
492, 483, 40, 38
117, 362, 51, 17
0, 335, 47, 20
190, 361, 43, 16
560, 325, 40, 19
978, 384, 26, 43
574, 532, 60, 41
127, 198, 41, 17
412, 399, 51, 46
373, 244, 44, 17
613, 133, 56, 23
529, 509, 52, 32
283, 308, 38, 16
106, 224, 54, 18
527, 211, 47, 19
522, 241, 48, 20
79, 412, 57, 22
720, 181, 50, 18
785, 296, 40, 19
