401, 96, 16, 16
959, 173, 49, 20
270, 382, 46, 18
223, 359, 43, 18
384, 384, 43, 22
519, 329, 40, 19
572, 532, 62, 40
331, 343, 53, 19
441, 242, 43, 19
127, 361, 57, 19
610, 209, 46, 18
293, 316, 54, 20
453, 445, 42, 42
486, 480, 44, 39
809, 229, 52, 18
935, 318, 44, 23
614, 134, 57, 24
562, 238, 44, 20
323, 368, 52, 20
526, 506, 55, 35
199, 192, 46, 19
762, 348, 43, 19
0, 337, 31, 20
0, 162, 64, 32
986, 201, 36, 19
462, 304, 39, 16
419, 400, 43, 43
0, 249, 41, 19
83, 412, 59, 23
651, 300, 56, 19
385, 192, 49, 18
910, 289, 54, 19
173, 219, 46, 18
0, 364, 86, 38
248, 307, 45, 17
788, 467, 57, 26
118, 310, 41, 18
86, 336, 60, 20
