851, 345, 41, 17
716, 299, 38, 18
162, 15, 32, 20
383, 384, 44, 23
255, 382, 45, 19
195, 197, 49, 18
41, 225, 41, 17
176, 223, 53, 19
573, 532, 61, 42
744, 204, 43, 19
310, 366, 56, 20
366, 218, 48, 16
451, 443, 44, 44
185, 361, 43, 17
245, 358, 51, 19
296, 333, 51, 20
593, 210, 48, 19
434, 242, 50, 18
280, 247, 47, 19
614, 134, 56, 23
499, 326, 37, 19
213, 310, 39, 17
978, 395, 20, 42
0, 202, 22, 19
421, 401, 42, 42
122, 362, 45, 17
0, 177, 23, 18
492, 482, 41, 39
995, 226, 27, 21
779, 178, 51, 19
419, 300, 54, 20
586, 239, 49, 19
988, 292, 34, 19
866, 230, 49, 19
80, 413, 59, 22
525, 506, 55, 35
100, 335, 64, 20
0, 253, 36, 18
891, 318, 55, 21
829, 341, 58, 22
30, 314, 43, 17
866, 261, 46, 18
