260, 382, 45, 19
382, 384, 43, 23
254, 355, 52, 21
493, 197, 40, 18
318, 366, 55, 22
310, 333, 41, 18
216, 247, 54, 21
779, 232, 49, 20
613, 133, 57, 24
523, 508, 56, 33
115, 361, 57, 18
652, 237, 43, 20
138, 221, 48, 18
706, 323, 40, 17
453, 446, 41, 41
198, 361, 43, 17
241, 309, 41, 17
938, 293, 41, 19
491, 483, 39, 37
79, 412, 56, 22
577, 533, 56, 40
416, 400, 46, 42
59, 251, 46, 19
589, 185, 49, 20
990, 362, 33, 43
662, 295, 48, 17
0, 364, 86, 37
388, 216, 47, 19
377, 244, 47, 19
825, 201, 49, 18
104, 334, 57, 19
