260, 382, 45, 19
251, 334, 42, 18
576, 200, 41, 19
383, 384, 43, 23
717, 235, 43, 19
318, 366, 57, 22
193, 361, 46, 17
41, 199, 42, 17
245, 357, 56, 20
450, 444, 44, 43
531, 510, 51, 31
57, 335, 55, 20
0, 311, 45, 19
614, 133, 56, 23
210, 220, 46, 17
122, 361, 48, 18
649, 184, 50, 19
493, 482, 40, 37
842, 229, 53, 20
442, 243, 49, 20
579, 533, 54, 40
636, 325, 43, 16
452, 214, 46, 18
81, 413, 56, 22
24, 227, 55, 19
289, 245, 49, 19
888, 199, 48, 18
420, 401, 44, 42
437, 339, 59, 19
176, 310, 42, 17
587, 296, 51, 17
124, 249, 52, 18
246, 358, 55, 19
1, 364, 87, 36
